,Tweet,Subjectivity,Polarity,Sentiment
187,RT @JamesMelville: Texas now have their lowest Covid hospitalisations in 14 months. And guess what? They ended the restrictions 15 weeks ag…,0.0,0.0,Neutral
188,"me last night : *singing like crazy, completely forgoten i was sick*

me this morning : *shaking bcs of the reality… https://t.co/OsNUepnYTh",0.555952380952381,-0.3035714285714286,Negative
189,RT @i_zzzzzz: Kind of curious what COVID-19 would have to do to put a point on the board,0.95,0.25,Positive
190,RT @PeterWMurphy1: #GladysOutbreak continues to grow. And still the PM refuses to establish Federal fit-for-purpose Covid quarantine facili…,0.0,0.0,Neutral
191,RT @Femi_Sorry: Our government will be investigating who was responsible for releasing the video of its Health Secretary breaking Covid rul…,0.55,0.2,Positive
192,"@BenPBradshaw @JohnTwelvetrees Yep, the delta variant is the latest convenient bio-weapon. Covid gave the Cons too… https://t.co/uSM4uODRfY",0.9,0.5,Positive
193,"If the current situation with the delta variant 'blows up', the new 'COVID-19 era' science of genomic epidemiology… https://t.co/HxZm1wT47m",0.42727272727272725,0.06818181818181818,Positive
194,"RT @BJP4Delhi: Over 31.5 crore doses administered in the country out of which over 3.3 crore doses administered in last 5 days.

Get vaccin…",0.06666666666666667,0.0,Neutral
195,"RT @PeterStefanovi2: “Broadcast journalists’ refusal to call-out the lies of the Prime Minister, his Cabinet members &amp; the Government as a…",0.0,0.0,Neutral
196,RT @PregameEmpire: BREAKING: Due to NC State’s Covid situation the Big Ten has voted to advance Ohio State to the College World Series cham…,0.15833333333333333,-0.041666666666666664,Negative
197,"RT @VicGovDH: Reported yesterday: 0 new local cases and 2 new cases acquired overseas.
- 14,294 vaccine doses were administered 
- 17,617 t…",0.30303030303030304,0.0909090909090909,Positive
198,"Now I have two friends with Covid. 
Dr. Perle Simmons is right: ""there is still much to learn."" https://t.co/Utyn6wQAGq",0.3678571428571429,0.24285714285714285,Positive
199,"RT @WHCOS: We've administered 300m COVID shots in 150 days, reducing cases and deaths by 90%.  And we've created 2m+ jobs, cut unemployment…",0.0,0.0,Neutral
200,RT @Plandemic10: My erectial dysfunction is caused by long covid,0.4,-0.05,Negative
201,"@OldeHippi @PeggyHaymes Honestly, it had been a really bad day trying to record the sermon and we were so weighed d… https://t.co/Rt7hhbv5yV",0.6222222222222222,-0.10833333333333328,Negative
202,"Covid-19 vaccine Australia rollout numbers: vaccination progress state-by-state, daily doses tracker and live data https://t.co/As3qlg21uM",0.25,0.06818181818181818,Positive
203,"RT @Myanmar_Now_Eng: Also in Kale, Sagaing, locals marched today (Jun 26) against Myanmar's military dictatorship despite high rates of COV…",0.31999999999999995,0.03,Positive
204,RT @CharJackson82: I’m gonna build a manual on all the proven ways covid is a scam and sell it to people to present to those who are willin…,0.0,0.0,Neutral
205,"RT @RealMattCouch: The average age of death from Covid is 78.6... 

But please, keep drinking the Koolaid...",0.39999999999999997,-0.15,Negative
206,RT @CallMeEmilee: Something doesn’t seem right bragging about high attendance when a team was just sent home for COVID-19 “protocol”,0.5378571428571428,0.22285714285714286,Positive
207,"RT @sclinton60: The Delta variant of covid 19 has hit California hard. The State is now in 3rd as the deadly virus outbreaks continue.

Ple…",0.3138888888888889,-0.1638888888888889,Negative
208,"RT @Bhanu75522472: @OfficeOfLGJandK Respect sir,
Kindly look into our matter of reopening of hotels, bars and restaurants as we are the str…",0.9,0.6,Positive
209,"RT @HamadShah61: South Korea still have active cases with Delta variant, but students are allowed to enter China without vaccination.  Paki…",0.6,-0.13333333333333333,Negative
210,"RT @Annakhait: BREAKING: FDA Adds Warning About Heart Inflammation to COVID-19 mRNA Vaccines. 

Oh, oops!",0.0,0.0,Neutral
211,"RT @CP24: UPDATE: The city says it has set a new North American single-day vaccination record after administering more than 17,004 doses at…",0.3181818181818182,0.21212121212121213,Positive
212,"RT @ProfPCDoherty: Dull, dumb and despicable, on so many fronts. 'The reptiles in Melbourne, weaponised by the Murdoch tabloids and Sky New…",0.5,-0.05555555555555558,Negative
213,"RT @ashtonpittman: On 9/2/20, Brent wrote, ""I've never taken a flu shot and I'll never take a COVID shot.""

On 5/3/21: ""Zinc &amp; vitamin D re…",0.0,0.0,Neutral
214,"RT @mitrataj: Peru's former president Vizcarra was vaccinated w/ Sinopharm in secret in October, got Covid w/ symptoms in April, and just g…",0.35,-0.2,Negative
215,"RT @Hold2LLC: 2020 vs. 2021 US Total Deaths: 6/27/21

This chart shows total deaths from CDC Provisionals based on actual Date of Death.

B…",0.5333333333333333,0.0,Neutral
216,"RT @RepGusBilirakis: ➡️Declassification of intelligence regarding COVID origins
➡️Prohibition of Gain of Function Research in &amp; with China…",0.0,0.0,Neutral
217,"RT @isaacjroberts: Got a covid test this morning and said to the nurse ""sorry I'm deaf I can't hear you"" and she went ""no you're not"" so gu…",1.0,-0.5,Negative
218,RT @eBargainsToday: Australian Dollar Forecast: AUD/USD Takes Hit on New Covid Lockdowns: AUD/USD is under pressure as Australia enacts a n…,0.22727272727272727,0.06818181818181818,Positive
219,RT @prueclarke: Congratulations Angourie Resort in Yamba. You are the first establishment in 15 months of Covid that has refused to refund…,0.3333333333333333,0.25,Positive
220,"I’m so glad Brandless made a comeback after Covid! Take my money 💰 and take this extra “&amp;” out too.

Don’t publish… https://t.co/FdRCwu8EvQ",0.55,0.3125,Positive
221,"RT @LVtonyt: @vivalawhitegirI @SyrusurHIGHness if you got served ice cream by me in 07, you’ll survive covid",0.0,0.0,Neutral
222,"RT @ChrisJZullo: Trump Failures

Tax Scam Bill
Net Neutrality
Trade Wars
Pre-Existing Conditions
SCOTUS
Russia
Gun Sense
ICE
Environment
Pa…",0.0,0.0,Neutral
223,"@RandyBensleyPGA @mjjmk04 @ettyd @pagecoffey Argument by anecdote won't get you very far.

How many people give pla… https://t.co/7NGHRIkrps",0.75,0.315,Positive
224,"RT @Myanmar_Now_Eng: VIDEO - A 19-year-old woman who was shot and arrested in Kale, Sagaing, on Jun 23 died of bleeding but Myanmar's milit…",0.0,0.0,Neutral
225,After 5 days of Trump's comments about COVID.,0.0,0.0,Neutral
226,What Is COVID’s Delta Variant? – CBS DC https://t.co/qc0KC0sBw7,0.0,0.0,Neutral
227,RT @bethsawin: I wish we could do for climate impacts what Johns Hopkins did for covid. I want to see  a daily dashboard with the number of…,0.0,0.0,Neutral
228,RT @DrJenCaudle: COVID Cases in Africa are Surging. A Doctor Discusses Shocking Reasons Why https://t.co/dDc0aZ1m0L,1.0,-1.0,Negative
229,"@DerekHa16037551 @BBCNews And you can shove your “Long Covid” 
https://t.co/lP0mgiO8d1 https://t.co/ssB3cJgycf",0.4,-0.05,Negative
230,@HansFiene Five years from now: “everyone’s acting like covid isn’t a thing anymore when there was case in New Hampshire just two weeks ago”,0.22727272727272727,0.06818181818181818,Positive
231,RT @BBCNews: 'Was I just unlucky to get Covid after double vaccine?' asks Marr https://t.co/PeoPCMeZ6S,0.0,0.0,Neutral
232,"RT @EssexPR: We have to make sure July 19th is the end of Covid restrictions forever, or there’s no going back to the life we knew and love…",0.4444444444444444,0.25,Positive
233,"@commonsense258 I see, by letting COVID run rampant. Burn that village to save it right?",0.5357142857142857,0.2857142857142857,Positive
234,@comradejullian @SocialistRA And what was Kushner put in charge of again? Oh right Covid response and that's not th… https://t.co/hUHVEhUuGJ,0.5357142857142857,0.2857142857142857,Positive
235,RT @Saj_PakPassion: The Pakistan cricket squad currently in England will start practising from tomorrow as the results of all Covid-19 test…,0.4,0.0,Neutral
236,"“Covid was made for humans…” So not only was it engineered, it was engineered to target people. https://t.co/Nn0b6iBVBC",1.0,0.0,Neutral
237,"RT @ArizonaMedicine: A CDC advisory panel recently discussed reports of rare heart inflammation associated with mRNA COVID-19 vaccines. 1,2…",0.575,0.15,Positive
238,"RT @JerryLingle: I built a wall that had the whole world laughing 
I just couldn't they were laughing at me 

I told a lie that had the who…",0.4,0.2,Positive
239,"RT @CREWcrew: The Trump family’s legacy with the Secret Service:
-Taking more trips that required Secret Service protection in one year tha…",0.6333333333333333,-0.10000000000000002,Negative
240,@haru_nemuri Me waiting for covid to finally go away for good so I can ask Haru to come to Brazil https://t.co/E2VbsYH56y,0.8,0.35,Positive
241,"RT @JoeABCNews: SYDNEY COVID OUTBREAK
Day, Cumulative Cases, eg Govt Action
1.   2
2.  4
3.  6   ""urge"" mask wearing indoors 
4.  8
5.  10…",0.1,0.1,Positive
242,RT @MiraiArukai: @Olympics It is very dangerous to hold the Olympics in this disaster.  Infection control in Japan is not working at all.…,1.0,-0.78,Negative
243,@absurdacus @jennkfrench Hey Vee! Due to COVID we haven’t been able to hit the doors quite yet but we do have the f… https://t.co/QIfCnArERi,0.5,0.1875,Positive
244,@fictillius Whatever happened to the covid safe app ??,0.5,0.5,Positive
245,RT @ev0kje: We found a vaccine for covid-19 before an anti-cheat for Apex Legends 🤣🤣,0.0,0.0,Neutral
246,"RT @JordanSchachtel: Most of the claimed really bad stuff about Trump was fake news. 10s of millions of Americans believe it anyway.

Most…",0.7222222222222222,-0.23333333333333328,Negative
247,@victoria_racing @GladysB What I'd like to see is someone asking him now we know that even asymptomatic people show… https://t.co/kMQ997Fb38,0.0,0.0,Neutral
248,"RT @hasanthehun: trump is still advocating for hydroxychloroquine, which he didn't use when he got covid.",0.0,0.0,Neutral
249,"RT @NSWHealth: Please check the NSW Health website regularly, as the list of venues of concern and relevant health advice are being updated…",0.4884615384615385,0.2,Positive
250,"RT @RepStefanik: ICYMI: This morning, @HouseGOP Leadership held a press conference on holding China accountable and calling for a full inve…",0.55,0.35,Positive
251,"Thank you Abby!!
https://t.co/eIzx460BLG",0.0,0.0,Neutral
252,RT @SBSNews: Josh Frydenberg took the opportunity to come out swinging against Daniel Andrews' six-month-long lockdown when Question Time o…,0.0,0.0,Neutral
253,@crystalmundypsy This cannot be the results of “living with COVID-19” we must keep fighting for a safer September f… https://t.co/55LqoY6Mvm,0.0,0.0,Neutral
254,@IanSplis @MTownMade @SALES_720 @GoodmanHoops Wiseman will be fine. 12pts and 5 rebounds on 52% FG%…with little pre… https://t.co/JJdEyDdVHR,0.5,0.11458333333333334,Positive
255,RT @mjrowland68: Vic Premier @DanielAndrewsMP return-to-work media conference at 10.15am (getting in before the NSW COVID update). Watch bo…,0.0,0.0,Neutral
256,"RT @SecBlinken: We are glad to announce that, through COVAX, the U.S. is providing 1.5 million doses of the Moderna vaccine to Honduras. We…",1.0,0.5,Positive
257,"PM Modi's Efforts To Pace Up COVID Vaccination Gets Applauded By 300 Scientists, Educators
 https://t.co/OllpvnAVMI… https://t.co/FISEVZOki1",0.0,0.0,Neutral
258,"@madeiraglow_kel @emma_husar That's true and well known, no one should be wishing Covid or an outbreak on anyone - young or old.",0.4166666666666667,0.18333333333333332,Positive
259,"RT @RWMaloneMD: A clip of Del Bigtree (""The Highwire"") discussing the history of how the original mRNA vaccine discoveries happend, current…",0.75,0.375,Positive
260,RT @washingtonpost: Inside the extraordinary effort to save Trump from covid-19 https://t.co/1sBPYQIZld,1.0,0.3333333333333333,Positive
261,"RT @SecBlinken: We are glad to announce that, through COVAX, the U.S. is providing 1.5 million doses of the Moderna vaccine to Honduras. We…",1.0,0.5,Positive
262,"RT @isaacjroberts: Got a covid test this morning and said to the nurse ""sorry I'm deaf I can't hear you"" and she went ""no you're not"" so gu…",1.0,-0.5,Negative
263,"RT @NSWHealth: ⚠️PUBLIC HEALTH ALERT – TRANSPORT ROUTES AND VENUES⚠️ 

NSW Health has been notified of new transport routes and venues of c…",0.45454545454545453,0.13636363636363635,Positive
264,RT @cjsnowdon: Anti-vaxxer mistakes pub beer tent for Covid testing site and shouts at it https://t.co/Qf6FBLAPYs,0.0,0.0,Neutral
265,RT @nealejones: The only time I've heard National explain what they'd do differently is Bishop suggesting we should have tried to pay Pfize…,0.8,0.0,Neutral
266,RT @andorlorian: here is the link again https://t.co/A20cMoXAkV,0.0,0.0,Neutral
267,"RT @thunderson23: QLD announce mask mandate within 24 hours of Sophie saying No Masks. Everywhere she goes, Covid follows. https://t.co/wqA…",0.0,0.0,Neutral
268,"RT @RWMaloneMD: over 200,000 people all over the world have now read this article about the bioethics of COVID-19 EUA vaccination policies.…",0.0,0.0,Neutral
269,RT @MirrorPolitics: 9 times political figures broke Covid rules as 'hopeless' Matt Hancock quits https://t.co/iZDiXituwE https://t.co/YGKLL…,0.1,0.0,Neutral
270,"RT @CraigKellyMP: With the new VAERS data on Myocarditis rates in young men &amp; boys, it would be criminally reckless to ignore these doctors…",0.4681818181818182,-0.05454545454545456,Negative
271,"RT @DavidLWindt: ""@US_FDA added a warning about the risk of myocarditis &amp; pericarditis to fact sheets for Moderna &amp; Pfizer-BioNTech Covid-1…",0.0,0.0,Neutral
272,"RT @HoodCommieGirl: Not @ Ashanti saying she’s back to see things getting back to “normal” &amp; to see more people. Like, ma’am... You were st…",0.2875,0.1625,Positive
273,"RT @ABridgen: Slowly the facts are emerging, which will show what many already suspected that the Covid 19 virus was man made and ‘escaped’…",0.44999999999999996,0.09999999999999998,Positive
274,Tailoring schooling to the specific needs of each child is essential to closing achievement gaps https://t.co/8cFgZ6PUX3 EconUS,0.2125,0.0,Neutral
275,RT @ClayTravis: The Make-A-Wish foundation has announced dying kids must have a covid vaccine in order to receive their wish. Really: https…,0.2,0.2,Positive
276,RT @MattyD1001: @thunderson23 😂😂😂😂😂😂   you couldn't make this shit up!! Now Covid is trolling her!!,0.8,-0.48828125,Negative
277,"RT @Myanmar_Now_Eng: Residents of Kale, Sagaing, gathered today (Jun 27) to protest Myanmar's military junta and hold a ceremony mourning K…",0.1,-0.1,Negative
278,RT @capeandcowell: Can’t believe Gov. DeSantis would sabotage an entire building and force it to collapse on itself just so people would fo…,0.625,0.0,Neutral
279,RT @DrEricDing: 3) We urgently need vaccines because not only can kids transmit but they can get long Covid too. 1 in 12 infected kids have…,0.7999999999999999,0.15,Positive
280,"COVID isn't going anywhere, so Maybe the solution is to lock 
down everyone in Australia forever, so we'll all be s… https://t.co/MiID4SpRPV",0.2888888888888889,-0.15555555555555559,Negative
281,Rebound at risk from Covid variant—Experts https://t.co/3uF8JZhSX5 via @BusinessMirror,0.0,0.0,Neutral
282,RT @devisridhar: Countries across the world are all trying to head in the same direction: to make COVID manageable with vaccines. Other str…,0.25,-0.0625,Negative
283,"RT @RealMattCouch: The average age of death from Covid is 78.6... 

But please, keep drinking the Koolaid...",0.39999999999999997,-0.15,Negative
284,"RT @angie_rasmussen: This is a huge story. An Australian virologist at WIV in late 2019 notes:
-no sick employees at WIV
-best-practice bio…",0.5892857142857143,0.11428571428571431,Positive
285,"...In NSW most recently, an unvaccinated driver who transported international airline crew was at the centre of the… https://t.co/NkxwFPsm3w",0.25,0.16666666666666666,Positive
286,RT @EastonMigl: Imagine kicking a team out of the tournament for Covid and “health” concerns but then celebrating the fact that there were…,0.0,0.0,Neutral
287,"RT @DougCameron51: This is what happens when politicians believe their own own bullshit, get their tyres pumped up by Murdoch and Morrison…",1.0,0.6,Positive
288,"@Scott_Wiener Psh. Let me know once Covid strain Delta First Class arrives, then maybe I’ll get scared.",0.3333333333333333,0.25,Positive
289,"RT @merusheel: Compared with 2020, when Sydney was last in lockdown, we have a new powerful tool in our public health response tool kit – C…",0.396969696969697,0.10909090909090909,Positive
290,Fighting Stigma :  Coronavirus: What's happening in Canada and around the world on Sunday: Toronto Public Health an… https://t.co/85zTbRCn35,0.06666666666666667,0.0,Neutral
291,"@MeidasTouch @joncoopertweets Spreading covid as they go to their home towns.
Covid needs a host. Saturday night ha… https://t.co/y1NcnMVVjC",0.0,0.0,Neutral
292,"RT @EricTopol: One vaccine dose for prior covid: @ElieDolgin reviews the recent data @Nature https://t.co/amJ4RcGtuW
Vaccination cards/proo…",0.125,0.0,Neutral
293,RT @worldnewstweet_: Huge push for Australians to get half a day's paid leave to go and get Covid vaccinated https://t.co/sY1YPWBvrK,0.5333333333333333,0.11666666666666671,Positive
294,@Arnold__Simon @Ireland2020 In my job the risk of dying or having long term illness from Covid is higher than the j… https://t.co/asgmI4uQZM,0.45,0.1,Positive
295,RT @capeandcowell: Can’t believe Gov. DeSantis would sabotage an entire building and force it to collapse on itself just so people would fo…,0.625,0.0,Neutral
296,RT @BigSeanQ_: YOU’RE FUCKING JOKING. THEY ARE BRAGGING ABOUT THE ATTENDANCE  AFTER SENDING NC STATE HOME FOR ‘COVID PROTOCOL,0.8,-0.6,Negative
297,Fighting Stigma: Air travel and Covid: three problems from readers: We contacted the Department of Health which cla… https://t.co/zpktzN0moZ,0.0,0.0,Neutral
298,"@MiP2024 He would've won if he had handled George Floyd &amp; covid better. Not perfectly, just better",0.6666666666666666,0.16666666666666666,Positive
299,@BorisJohnson @MattHancock @piersmorgan  It appears folk are exploiting the travel Loop holes. God help us all if t… https://t.co/HlfcQH9Ht0,0.0,0.0,Neutral
300,"RT @LawrenceSellin: More evidence that RaTG13 is a fake sequence.
""The earliest SARS CoV-2 sequences were collected in Wuhan in December bu…",0.75,0.0,Neutral
301,Fighting Stigma: Dublin remains Ireland's highest Covid county as updated list shows nation's hotspots: Dublin rema… https://t.co/tHzVuGFynk,0.0,0.0,Neutral
302,"RT @OzraeliAvi: Singapore has decided to essentially treat covid like the seasonal flu. 

Finally, some sanity.",0.65,0.0,Neutral
303,More info on ADE here: Learning from the past: development of safe and effective COVID-19 vaccines: https://t.co/G3BjA348ee,0.5125,0.3375,Positive
304,"RT @AmandaMarcotte: Ugh, seeing a lot of people trying to imply the vaccines don't work against the Delta variant. I don't know why people…",0.0,0.0,Neutral
305,RT @TomTaylorMade: NSW government’s reluctance to lock down the whole city has put the rest of the country “at risk”... “It’s a week too la…,0.34444444444444444,0.022222222222222213,Positive
306,"RT @angie_rasmussen: This is a huge story. An Australian virologist at WIV in late 2019 notes:
-no sick employees at WIV
-best-practice bio…",0.5892857142857143,0.11428571428571431,Positive
307,RT @kmcgair: @Njmomnl In the metro area schools in Oregon - “open” was 2 days of 2.5 hours for HS and teachers could not teach any new mate…,0.4772727272727273,0.06818181818181818,Positive
308,"RT @AlexBerenson: If you’re healthy and under 40 (50?) your risk of death from #Covid is ~ the same whether you use vaccines, anise tea, or…",0.3125,0.25,Positive
309,RT @brightsidecoach: I can’t help but think that Australia is on the cusp of a national wave of Covid. The feds have completely undermined…,0.4,0.1,Positive
310,"RT @CKWS_TV: ""We've been waiting a long time to get to this point.""

Following the announcement that all Ontarians who are 18+ will be elig…",0.25,-0.025,Negative
311,"RT @ShazGhaF: put a 🏴 next to your Twitter name if:

- you think this government has failed Malaysians in fighting Covid
- you want Parliam…",0.15,-0.25,Negative
312,"RT @dezying: SARS-CoV-2 = CCP virus (Chinese Communist Party)
Covid-19 = CCP's Unrestricted Biowarfare

Key Evidence: Zhoushan Bat Virus ZC…",0.5,0.0,Neutral
313,"RT @DietHeartNews: Study 80,000 people northwestern England found those with vitamin D levels &lt;20 ng/mL (50 nmol/L) had 2.4 times risk hosp…",0.0,0.0,Neutral
314,RT @TheSun: Store shelves may be empty in WEEKS after HGV drivers lost due to Covid and Brexit https://t.co/a0MbW3geQr,0.4375,-0.1125,Negative
315,"@COVID_Australia It can get away from us quickly, let’s all do the right thing. At least wear face masks, maintaini… https://t.co/ii2VPNrnej",0.4785714285714285,0.10634920634920636,Positive
316,RT @EricCrampton: 80% of Kiwis say the government got the level of Covid restrictions basically right - more than any other surveyed countr…,0.4702380952380952,0.22023809523809523,Positive
317,"RT @Annakhait: BREAKING: FDA Adds Warning About Heart Inflammation to COVID-19 mRNA Vaccines. 

Oh, oops!",0.0,0.0,Neutral
318,"@vivalawhitegirI @SyrusurHIGHness if you got served ice cream by me in 07, you’ll survive covid",0.0,0.0,Neutral
319,RT @cvpayne: The Greatest Wealth Explosion ever came during the recession.  The ramifications including new levels of entitlements are goin…,0.7272727272727273,0.5681818181818181,Positive
320,"RT @sunita1712: @Dextrocardiac1 I totally agree. Our relatives were socializing, never sanitized anything, not wearing mask, mocked me n hu…",0.75,0.0,Neutral
321,RT @rajah_mich: ATAGI should bring second dose of AZ forward to 8 wks as UK did may 14 (for priority groups 1-9 here https://t.co/mLR89o7qo…,0.0,0.0,Neutral
322,RT @natwexler: US schools are about to get historic levels of federal $. If they want to address Covid learning loss AND longstanding inequ…,0.0,0.0,Neutral
323,"#Argentina #Covid19 #Coronavirus 

President Alberto Fernández leads ""ceremony of recollection and reflection"" at C… https://t.co/3QzWoFlBnY",0.0,0.0,Neutral
324,RT @aubrey_huff: So let me get this strait. The 4 players on @NCStateBaseball team that tested positive for covid were vaccinated. And not…,0.5454545454545454,0.22727272727272727,Positive
325,RT @DailyExposeGB: BREAKING - A total of 232 women have now reported the death of their unborn / newborn baby after having the C0V1-D jab w…,0.75,0.0,Neutral
326,"To comply with COVID-19 public health orders in NSW we have closed our Sydney HQ, but we’re still open for business… https://t.co/azkpD1b15A",0.22222222222222224,-0.03333333333333333,Negative
327,"RT @eveforamerica: “They used COVID in order to rig the election...that’s as simple as it gets...”

DJT",0.35714285714285715,0.0,Neutral
328,"This high idiot wants to make you believe the pandemic isn’t over, and then in Manitoba a ten year old child dies o… https://t.co/oKz7xYHopm",0.32799999999999996,-0.06799999999999999,Negative
329,RT @neo_sukude: I still can’t believe Covid dawg. I can’t.,0.0,0.0,Neutral
330,"RT @CentreGanderbal: Guidelines for prevention and management of COVID 19 in Children (for parents )
@diprjk
@NHM-JK
@HealthMedicalE1
#jkfi…",0.0,0.0,Neutral
331,"RT @tatianaschild: Seminar: Hydroxychloroquine and its friends

Dr. Harvey Risch, MD, PhD, Professor of Epidemiology Yale University

June…",0.0,0.0,Neutral
332,"RT @RealCandaceO: Weird how quickly the mainstream media was able to pull together a daily death counter for Covid-19, but they just can’t…",0.53125,0.08333333333333333,Positive
333,"RT @jonliedtke: Canada has a bigger population, less cases, &amp; less deaths.
Emulate Canada, not Florida.

Florida:
Population: 21.5-mil
COVI…",0.2111111111111111,-0.1111111111111111,Negative
334,"Jindal &amp; Todd: COVID's liberal religious revival – how their God-less theocracy's destroying politics, culture… https://t.co/U9hU8pOB5M",0.125,-0.1,Negative
335,"RT @thunderson23: QLD announce mask mandate within 24 hours of Sophie saying No Masks. Everywhere she goes, Covid follows. https://t.co/wqA…",0.0,0.0,Neutral
336,RT @pwoiter: @newscomauHQ Hey my mate Jonno is a plumber and he also has a view on covid. I can give you his number if you want to intervie…,0.0,0.0,Neutral
337,"RT @HoodCommieGirl: Not @ Ashanti saying she’s back to see things getting back to “normal” &amp; to see more people. Like, ma’am... You were st…",0.2875,0.1625,Positive
338,"RT @dockaurG: ""You just have so many threats to freedom.. We were the leading state fighting against coronavirus lockdowns. I believe had F…",0.5,0.5,Positive
339,"Covid-19: Auctions and open homes cancelled under two week lockdown in Greater Sydney 

LetsTalkCity #Sydney… https://t.co/AgfyV2yvOO",0.5,0.25,Positive
340,Covid must have been hard on their pockets. Did all the stylists get fired?,0.5416666666666666,-0.2916666666666667,Negative
341,"RT @Demo2020cracy: Lisbon court rules only 0.9% of 'verified cases' died of COVID, numbering 152, not 17,000 claimed https://t.co/7UBg2uCgAb",1.0,0.0,Neutral
342,Bangladesh: Public transport will be suspended from 28 June because of COVID-19; strict nationwide lockdown deferred until 1 July,0.06666666666666667,0.0,Neutral
343,The one thing I’ve noticed with all of these Covid lockdowns is that it has reduced the number of #bushfires across… https://t.co/jjj7CMPBMb,0.0,0.0,Neutral
344,RT @GBLee: A #Macau resident who arrived in the city from the #UK on June 26 tested positive and became the 54th confirmed case of #Covid_1…,0.7727272727272727,0.31363636363636366,Positive
345,"@Covid_1984_ That poor woman was totally unconscious before hitting
floor , cause she couldn't even brace her fall.",0.675,-0.2,Negative
346,"Indonesia’s Doctors Got Vaccinated With Sinovac, and Got Sick https://t.co/dYM9Xl2pfI",0.8571428571428571,-0.7142857142857143,Negative
347,RT @lmlais: Brasil hit 500K deaths by #COVID19 on the same day that Brazilians are on the streets against president @jairbolsonaro . #ForaB…,0.125,0.0,Neutral
348,"Seriously when are we overthrowing this government? Nothing works. 14 years of load shedding, another hard lock dow… https://t.co/TDqIUdoJor",0.6041666666666666,-0.3125,Negative
349,"@govkristinoem @southdakota Biden? COVID-19, tribal opposition, and the environment &gt; your wants. Actually, each on… https://t.co/MKXKsWqWf2",0.1,0.1,Positive
350,@adelyoliveira04 covid,0.0,0.0,Neutral
351,@shabba414 THERES A COVID SEASON?!,0.0,0.0,Neutral
352,"RT @Hydro42713830: CDC: 4,115 Fully Vaccinated Have Been Hospitalized Or Died With Breakthrough Covid-19 Infections https://t.co/zeZgY62uPx",0.0,0.0,Neutral
353,"@thetobythetitan @ClayTravis Correct. My son was born with only half of his heart. He is doing well, but that could… https://t.co/LtNEjaXb0f",0.5833333333333334,-0.08333333333333333,Negative
354,@PatsKarvelas Better that trying to survive covid,0.5,0.5,Positive
355,RT @COVIDBLK: COVID Black has designated the AYA as the national symbol of health disparity awareness for Black people. We are sending the…,0.43333333333333335,-0.16666666666666666,Negative
356,The nation could be on the edge of a new Covid wave as states and territories battle outbreaks on a host of fronts.… https://t.co/9sYyk5GjRM,0.45454545454545453,0.13636363636363635,Positive
357,"RT @chipfranklin: Trump beat death by Covid by inches, and I think it was for a reason. 

Everyday he takes a breath, the GQP dies a bit.…",0.6,-0.2,Negative
358,RT @sksz311: This is in London. It's an anti-lockdown protest. Bukan diorang dah bebas Covid. They are sick and tired of all the government…,0.7785714285714285,-0.5571428571428572,Negative
359,RT @CraigKellyMP: Emeritus Professor Robert Clancy calls for 🍀Ivermectin &amp; HCQ  to be ‘’immediately established’’ as a ‘’safe &amp; effective e…,0.65,0.55,Positive
360,RT @P8R1OT_2: Some of the wealthiest people in the world doubled and in some cases tripled their entire wealth during the COVID plandemic…,0.625,0.0,Neutral
361,RT @bikhim: The US vaccine sharing initiative is an important part of the global fight against COVID-19.   I’m so glad that Honduras is als…,0.6666666666666666,0.3,Positive
362,RT @JackPosobiec: If you listen to MSBNC long enough you'll discover COVID was created by White Rage,0.3,-0.016666666666666666,Negative
363,RT @Thahutchness: @chriskamisendu @BullsGotNext Forget Chris Paul’s shoulder and COVID. U just mad cause Clips suck,1.0,-0.625,Negative
364,"RT @MrGeorgeWallace: No shout out to Covid, straight up droppin' sequels no one asked for. Time to retire the franchise and whatnot.",0.4,0.2,Positive
365,"RT @isaacjroberts: Got a covid test this morning and said to the nurse ""sorry I'm deaf I can't hear you"" and she went ""no you're not"" so gu…",1.0,-0.5,Negative
366,"RT @Reflexospuros: Over 250,000 people have died of Cancer since this fake COVID nonsense started.

No one is talking about how this number…",1.0,-0.5,Negative
367,"RT @ANZ_Newsroom: ANZ extends support package to customers affected by latest New South Wales COVID-19 lockdown
https://t.co/aYQXiH1Lqm htt…",0.6772727272727272,0.3181818181818182,Positive
368,"RT @ShaikTgfwda: I thank you for having the courage to publish a response for news who make my work shine, without robbing it of my voice!…",0.0,0.0,Neutral
369,RT @BigSeanQ_: YOU’RE FUCKING JOKING. THEY ARE BRAGGING ABOUT THE ATTENDANCE  AFTER SENDING NC STATE HOME FOR ‘COVID PROTOCOL,0.8,-0.6,Negative
370,"RT @docbaty: All eyes this week will be on how the spread of COVID plays out across the country. Small businesses, regional tourism operato…",0.4,-0.25,Negative
371,"RT @fascinatorfun: This is a chart from @avds showing the “top” 40 Local Authorities for Covid cases.

Cheltenham is now in that group.  An…",0.25,0.25,Positive
372,You must be so much fun at parties. Kids have basically 0 risk of dying to covid. Let the kids live their lives. https://t.co/xDH7FYf2Ya,0.35,0.21818181818181817,Positive
373,@Str8ballNtwoOne @nolifesquires @WrestleIa @NotMattCampbell It was canceled due to COVID. Thanks for acknowledging… https://t.co/4KmOa2npFq,0.2875,0.037500000000000006,Positive
