,Name,User Name,Following,Followers,Tweet,Favorite,RT,created at
232,🇹🇴🏝️ ₿ITCOIN KOALA💎🌋🇸🇻,@Cryptokoala_Aus,700,2205,"@AxeCapYa @CoreyMarshallx @LRT_BTC @Hisdudeness121 @Tainoanomaly @magnetmill Never seen this before, a @CashApp option on twitter 😎 this cool #Bitcoin payments @jack we just need in Australia man https://t.co/4sMNcEKobk",2,1,2021-07-20 21:59:52
233,SUNI,@sunitoken,307,6796,"Scotland is building the world's first large scale tidal energy farm using the power of the ocean to generate electricity for over 175,000 homes.We have the solutions to this #climatecrisis. Let's implement them.#ClimateEmergency #ClimateAction #Renewables $BTC $XRP #ETH https://t.co/TeiKVs2z05",9,6,2021-07-20 21:59:27
234,trent.eth,@trent_vanepps,1649,10189,"furiously searching my old tweets for inconvenient BTC mentions 😥...I'll save you some time, always been ETH",9,2,2021-07-20 21:59:23
235,Matt Hamilton,@HammerToe,876,27411,@0urobro @DickWhitman_BTC lol... lightning doesn't scale.,14,1,2021-07-20 21:59:18
236,💎💎 Diamond Hands 💎💎,@Diamnd_Hands,8,27,🍼🍼 $FLOKI 🍼🍼-#Floki loves the kids! #FlokiCoin-#FlokiArmy #FlokiFamily #CommunityCoin $Shib $Kishu $Doge $ETH $BTC @youngprepro @UniswapD @RealFlokiInu @elonmusk #SpaceX $SpaceX $Tesla #Tesla #China #Cuba #Usa #HipHop https://t.co/GdeNXHjnn2,7,3,2021-07-20 21:59:08
237,Justin.,@ipunch_lil_kidz,217,149,"@DickyDinero 2013/2017 both had 50% drops in July from March highs, Both 10x'd by EoyWe'll definitely see a 100-350k btc",1,1,2021-07-20 21:58:28
238,0.618,@leopisbig,170,3566,another possibility #BTC https://t.co/KxF3iiEAFX https://t.co/QYjb7MoL96,6,1,2021-07-20 21:58:21
239,Dick VeChainey Ⓥ,@vechainey,292,4781,Hello there positive article about #Bitcoin energy consumption from a major media outlet 👋$BTC https://t.co/MEDwbaiyHm,9,1,2021-07-20 21:57:57
240,Crypto-buddy,@Cryptobuddy17,367,229,Big things coming to @GangsterFinance if you aren't in already now is a very good time to get involved! Dapp radar: https://t.co/LZ2uCLa1XOTelegram: https://t.co/JKadydzhAAwebsite: https://t.co/OE9KatkEQl#bsc #bnb #busd #btc #crypto #xsk https://t.co/SCcsy4wMYY,2,2,2021-07-20 21:57:05
241,CryptoPennyCO 🚀💰 2025,@CryptoPennyCO,246,3370,Mainstream media doing its best to build up the negative narrative around crypto . . . 👇#BTC #ETH #XRP https://t.co/dWkbiA84Ss,4,1,2021-07-20 21:56:58
242,J. Durchmann 👑⭐⭐⚽🗣️💯✨,@thelastsalesman,1056,1147,"🔥3,000 #USDTGiveaway🔥 🎎 10 Winners🤺 To Enter, Signup &amp; Play Classic Casino Games On https://t.co/JzISxof5OR &amp; Earn Leaderboard Points.🤹 TOP 10 On The Leaderboard WIN!🏋️Top Prize: 1050 USDTCloses 7/27/2021@coinkit_ mon 0.1 20 #TRX#BTC #BTFD #Giveaway",17,11,2021-07-20 21:56:54
243,IT @inlifethrill,@inlifethrillibo,90,7,"@DaCryptoMonkey Checkout #NUTSGAMING our telegram is almost at 6000 members! Come join us, we're the next big thing 🔥🔥Poker &amp; Crypto😎#crypto #gaming #poker #BTC https://t.co/qFdFLjTV5Y@NUTSGamingBSC",8,6,2021-07-20 21:56:26
244,Kripto Aksiyon,@KriptoAksiyon,332,2643,"🦅I said  if $btc does not close hourly candle above $31.100 ıts will goes 29.850$. Now, ı say unless the hourly candle closes above $29,850, the first stop he will go to is $28,000.🦾#bitcoin #cryptocurrency",15,6,2021-07-20 21:56:23
245,IT @inlifethrill,@inlifethrillibo,90,7,"@DaCryptoMonkey @ape_swap Checkout #NUTSGAMING our telegram is almost at 6000 members! Come join us, we're the next big thing 🔥🔥Poker &amp; Crypto😎#crypto #gaming #poker #BTC https://t.co/qFdFLjTV5Y@NUTSGamingBSC",9,5,2021-07-20 21:55:51
246,CryptoPunkRocker,@cryptopunkrock1,163,101,So what we gonna do next? #HODL and see what will happen or sell in order to go back in at the bottom? It‘s your choice. It is obvious what I  gonna do. I have the time on my side. Will keep buying more $BTC $ADA $VET $MATIC $TRX $BNB $WEX $ETH $XTZ $EOS,2,1,2021-07-20 21:55:40
247,HesASnoodyLittleRich,@SnooDonuts69420,77,21,"Who am I kidding,I forgot how to sell months ago...💎 🙌🏽 🦍 🚀 🌙 $AMC $GME $DOGE $BTC $ETH https://t.co/Ss9wcmPd15",19,3,2021-07-20 21:55:28
248,Gator Green,@GreenAltCrypto,500,524,working on with @RockyMtnInst &amp; @energywebx $EWT for several months(!). They are setting up an action plan for the wider $ETH @ethereum ecosystem to support the @CryptoClimAcc #CCA. Great and impressive news! Together we can #makecryptogreen #greencrypto #ESG #NFT $BTC3/4 👇 https://t.co/hjXIHr9fjv,12,2,2021-07-20 21:55:16
249,Signal Traders,@signal_traders,105,976,"Boooyaaah!! Working great, still a bit of fine tuning. But HedgeMode long/short is working awesome..for 2k budget you have very good daily profits based on $11 initial buy… and a new record for Frostybot 0,8 seconds for execution a buy/sell order #btc #cryptocurrency #Crypto https://t.co/5QGzrQ062b",9,2,2021-07-20 21:54:20
250,Crypto Noob,@Jononvan,98,127,"#telfam if you selling your $tel at this price, you are selling it at the bottom. daily RSI never been this low(oversold) since last year. We don't need btc @ 60k in order to reach a new high. xrp reached its ATH $3.50 when btc was 14k. August gonna be the month for #telcoin https://t.co/mzhQkM4ZDe",94,7,2021-07-20 21:53:59
251,BigCrypt,@CryptHustla,551,131,The way we look at money is changing right before ours eyes!!!!    $Zil  #Zilliqa ….. $ETH ….. $BTC,33,5,2021-07-20 21:53:44
252,BTCMANAGER,@btc_manager,1751,65130,#US Treasury Secretary Mandates Federal Regulators on Stablecoin Laws BY: Anthonia Isicheihttps://t.co/lGtQZGpCQF #JanetYellen #Regulations #Stablecoins https://t.co/gyRKnqTXsW,6,4,2021-07-20 21:53:17
253,CRYPTO STUFF n SHITS,@cryptoSTUFnSHIT,799,4708,"$BTC drops low last Monday night, and hopefully can regain this coming week. This is a concern for the crypto ecosystem but I know we can all get through this.#Crypto #cryptocurrency #DeFi #BTCLink for the full article.👇 https://t.co/ylBUkRAMxm",18,17,2021-07-20 21:53:10
254,•KADIVRESKANIT•,@KADIVRESKANIT,987,14745,"@RestaurantDeFi This is excellent project with strong team, it will be successfulI. Always be waiting for the progress of this projec#Bsc: 0xf34c97C4091d1561f42818f4ED4E30AAa10c9fd3@failrahmat  @Upset0811#YieldFarming #Airdrop #Giveaway #PancakeSwap #BTC  #Binance  #BNB  #BSC #cryptocurrency",1,1,2021-07-20 21:52:32
255,punished stinky (massive IQ),@StinkyCubert,939,4661,What changed @APompliano $eth $btc https://t.co/ekybrKjTWN,20,2,2021-07-20 21:52:05
256,…….,@mocumocu,364,65,@Facebook @Apple @amazon @netflix @Microsoft @Oracle @Twitter You can bring an asset to the value it deserves.  People will support you to stand up to the system. $BTC @michael_saylor,2,1,2021-07-20 21:51:48
257,Futurebelievers,@Futurebelievers,120,137,@DocumentingBTC @BTC_Archive  I Have a Dream,2,1,2021-07-20 21:50:20
258,Terry,@ohhhhthatsnice,590,392,First China and now EU cracking down on #btc https://t.co/orxlqjQgoX,0,1,2021-07-20 21:49:05
259,BowTiedCotinga,@BowTiedCotinga,163,1427,My summer DCA strategy:25% BTC25% ETH25% SUSHI25% LINKInvesting 50% of available cash when I get paid every 2 weeks.Other 50% saved for 10+% drawdown days.Relative returns have been good vs trying to time prices (bad idea).Will continue until things get better.,44,1,2021-07-20 21:47:56
260,Bek,@Leonhart7383,720,99,@rod_glitchy $trias has the misfortune of just starting to get in it's groove just as btc started falling. This will rise again when the bull run returns/resumes,13,1,2021-07-20 21:47:51
261,⚔️ MAREN ⚔️,@marenaltman,455,86846,"7/22 has venus opposite BTC venus and venus trine BTC pluto, both favorable.might mean a bounce before the full moon local bottom 7/23, or the full moon bounce coming slightly early (but within range) the day before. https://t.co/M7rbAfOdk1",62,2,2021-07-20 21:47:32
262,Loudoge,@Loudoge3,11,624,"#LDOGE also offers 3% liquidity pool generation. Much like the static reflection, for every transaction 3% is sent to the liquidity pool. This helps develop a solid price floor to protect holders. #BTC #BNB #XRP #Ethereum #DeFi #DOGECOIN #SAFEMOON https://t.co/xNvUCTUc0Z",1,0,2021-07-20 21:46:21
263,Aaron,@HadzJnr,1183,170,$CUMINU 💦The future of porn 😈Token audits are passed ✅2 Platform test have been completed 🔥 #cryptocurrency #bitcoin #blockchain #btc #crypto #price #ethereum #ico #currency #xrp #eth #market #kodak #mining #usd #news #ripple #altcoin #airdrophttps://t.co/8wPWfVSbMz https://t.co/e5MtCAHge8,2,1,2021-07-20 21:45:43
264,$EGLD #Elrond⚡️🐳💎🚀,@elrondeglddoc,1273,556,#elrondnetwork #Elrond #egld $egld $MEX #maiar #exchange #crypto #btc #eth $mpad @getmaiar @elrondnetwork @Bitboy_Crypto @beniaminmincu Elrond HOT STUFF cu Sever Moldovean #Elrond Team https://t.co/iKUIKSj3Gx via @YouTube,6,1,2021-07-20 21:45:16
265,Aaron,@HadzJnr,1183,170,$CUMINU 💦The future of porn 😈Token audits are passed ✅2 Platform test have been completed 🔥 #cryptocurrency #bitcoin #blockchain #btc #crypto #price #ethereum #ico #currency #xrp #eth #market #kodak #mining #usd #news #ripple #altcoin #airdrophttps://t.co/8wPWfVSbMz https://t.co/gieFeefVw9,2,1,2021-07-20 21:45:11
266,Dr.Death,@DrDeathCultClub,322,2091,ZILBTC TA - 0.786 retracement from APR20 to JUN20 leading to a 0.786 impulse extension! IF we see a hold here imo clean launchpad for next impulse wave - universal patterns are universal! NFA DYOR@zilliqa #zil #zilliqa  #zilbtc #btc  #stock #NASDAQ #BTCUSD https://t.co/qEQJQyRDtL,12,3,2021-07-20 21:45:09
267,Aaron,@HadzJnr,1183,170,$CUMINU 💦The future of porn 😈Token audits are passed ✅2 Platform test have been completed 🔥 #cryptocurrency #bitcoin #blockchain #btc #crypto #price #ethereum #ico #currency #xrp #eth #market #kodak #mining #usd #news #ripple #altcoin #airdrophttps://t.co/8wPWfVSbMz https://t.co/Q3WHEjP4cv,2,1,2021-07-20 21:44:59
268,MacKenzie Sigalos,@KenzieSigalos,671,9197,#Bitcoin critics have maligned it for polluting the planet - but new Cambridge data shows BTC mining isn’t nearly as bad for the environment as it used to be:https://t.co/WLWKns1Tkz @colyermike @BitcoinBroski @fgthiel @DarinFeinstein @AB_Brammer @arvanaghi @FrancisSuarez,783,170,2021-07-20 21:44:46
269,Mayer Multiple,@TIPMayerMultple,3,17541,"Jul 20, 2021: The current Mayer Multiple is 0.66 with a $BTC price of $USD 29,685.51 and a 200 day moving average of $44,664.40 USD. The @TIPMayerMultple has historically been higher 92.85% of the time with an average of 1.45. Learn more at: https://t.co/9n0xlTWuNP https://t.co/4zDy2wmO9D",29,5,2021-07-20 21:43:52
270,Lord Barak,@TheDreadfulBear,282,1063,"RICHARD HEART: BITCOIN $10,000 NEXT and FORKING ETH!! https://t.co/c7jdlD11vc via @YouTube$HEX @HEXcrypto @PulsechainCom $BTC $ETH",7,2,2021-07-20 21:43:41
271,King_Creed💎,@v_chanthafeua,884,620,https://t.co/th9oVsFiifhttps://t.co/kXDr4EgHkV 🌟 Darkpaper for CFB 🔥🌟 Only 1000 CFB will ever exist! Get your 0.1 CFB 🤩#BTC #BNB #BTT #DOGE #VET #PAC #TRX #ETH #HOT #ADA  #DOT  #LTC #LINK  #NOLE #LDA #COMM #CREED #CFB Buy CFB Directly: @mrtcrypto13 | @DavidCu10031460,4,2,2021-07-20 21:43:38
272,RektProof.,@RektProof,123,39366,Degen Account Update:Start Balance: 500$Current Balance: 966.93$Up 71%Three tap below for a long and three tap above for a short.Not a bad day considering this is all within a 500$ range.Will sit out for now and watch for something new to develop.#BTC https://t.co/yTjtJedhro,38,1,2021-07-20 21:43:00
273,CryptoPunch,@CryptoPunch5,3,21956,market may be red but new #GEMs coming everyday. 📈#ETC #BTC #BSC #KCC #altcoins #crypto,393,410,2021-07-20 21:41:41
274,Crypto | Bitcoin | Investing,@cryptoscoopp_,14,15,If you  Can't Handle me at my $29K You don't deserve me at my $100k#BTC #Ethereum #cryptocurrencies #Binance #IndiaWantsCrypto  #investing #Coinbase https://t.co/DdLrZZD1C9,3,2,2021-07-20 21:41:19
275,MartyParty,@martypartymusic,18958,22485,TESLA pattern on $BTC(Invented by MartyParty 2021 - $BTC specific bot dance) https://t.co/GX3TCJAqI7,5,1,2021-07-20 21:40:33
276,Biz,@Adouble212,716,73673,Ask anyone who has ever made real gains in this space - The entry price for a crypto will always be more important than the crypto itself and that includes $BTC &amp; $ETH,199,9,2021-07-20 21:40:19
277,Matt Hamilton,@HammerToe,876,27411,@DickWhitman_BTC @0urobro How else are they going to do it? Walk me through it. How does a bank in Peru send a payment to a bank in Thailand with your approach?,10,1,2021-07-20 21:39:55
278,Matt Hamilton,@HammerToe,876,27411,@DickWhitman_BTC @0urobro Because banks are not going to baghold their competitor's coin.,11,2,2021-07-20 21:39:15
279,Crypto Niki Totit,@niki_totit,19,18,"@baby_elontoken is a #1 #Trending Community Project on #Ethereum currently only $400,000 market cap with 1300 holders ready to ride the moon back.  $FLOKI $HOKK $KISHU #smallcap #cryptocurrency #BTC https://t.co/jwWVQifNL2",6,5,2021-07-20 21:38:18
280,Crypto Bezos,@BezosCrypto,1159,594,Andreessen Horowitz taps 30-year-old partner Arianna Simpson to help run world's largest #crypto fund https://t.co/c0TJLxDuU5 #BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC,1,1,2021-07-20 21:37:58
281,Trading Tank,@TradingTank,236,22114,$BTC 3-Day chart. A close below that level would be pretty bad imo. https://t.co/g01Ck4zgi6,31,3,2021-07-20 21:36:59
282,Charles,@cspratt15139,212,712,$clv @clover_finance @Polkadot We need to keep pressure on these #shortsellers  #buythedip #BigPumpSignal #BTC #Ethereum #altcoin #blockchain #defi #crosschain #KuCoin #Coinbase #fxtrading #Ethereum #Bitcoin $btc $eth https://t.co/Zi3Mf1aWV7,6,3,2021-07-20 21:36:52
283,n00ber,@n00ber1,381,50,@cameron @SHIBARISEBSC look at ultra small caps like #SHIBARISE which has the potential to make more gains….then eventually after a few zeros get eaten you can buy more BTC with those gains,3,2,2021-07-20 21:36:35
284,ChewyBTC,@BtcChewy,992,473,@spinte8 @BitcoinLiotta @lc_hodl @SEANSTACKN @Bitcoin_ator @Stacking_sats_ @fullmetalhodl @satyoshiHODL @RD_btc @gregzaj1 @selfbankt We are going to literally Meme our way to 1 Million https://t.co/oNLJMfYFov,15,1,2021-07-20 21:36:32
285,Rey Santos Crypto | profitmaker,@ReySantoscrypto,6715,30146,You guys buying today or think #BTC can dump again Or should we play a game ?,42,7,2021-07-20 21:36:26
286,Justicc,@giourim98,48,36,"@realtikitoken @316Kibooshi @Mi9gy #Passiveincome is a great way to buy things for your everyday life (food, metro tickets, coffee, fuel etc.)Or you can even buy more crypto, stocks, pay your loans or travel the world✅https://t.co/3tmb3TT7Fc#TIKITOKEN #BTC #BNB #Crypto https://t.co/McRWMTzh1C",28,17,2021-07-20 21:35:58
287,Loudoge,@Loudoge3,11,624,"#LDOGE Presale is all set for July 26th on @dxsale. Don't miss out on this automatic LP generating, static yield farming opportunity. #BTC #BNB #XRP #Ethereum #dogecoin #SAFEMOON #SHIB https://t.co/mjxwhKvP6a",2,1,2021-07-20 21:35:00
288,…….,@mocumocu,364,65,@elonmusk Tesla Didn't sell new $btc on June 14th.  Did it sell between 14-30 june?,2,1,2021-07-20 21:34:39
289,Crypto Bezos,@BezosCrypto,1159,594,Swiss #Bitcoin Investment App Relai Raises $2.7 Million https://t.co/RIAnk7ZYkD #BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC,1,1,2021-07-20 21:34:39
290,The Crypto Homie,@homie_crypto,567,1396,Friendly reminder 1 $btc = 1 btcCarry on.,9,2,2021-07-20 21:34:34
291,Grammy Boy Wizkid Stan🤩🤩,@Kesh_muah,97,126,I no dey do BTC but this image is cracking me up big time🤣🤣🤣 https://t.co/4TSZBAZBQv,36,9,2021-07-20 21:33:44
292,Tom,@rr6093298,0,95,$MATIC on the 4H is looking pretty primed. Hold steady $BTC . $POND $TFUEL $BTC $ADA $BNB $XRP $MATIC $COTI $RUNE https://t.co/1FzpAe9UPK,4,1,2021-07-20 21:33:30
293,Yield Monitor,@YieldMonitor,17,56,"We are onboarding as many #DeFi products built on #avalanche as we can get our hands on. Looking at you, @lydiafinance👋🥳🦁#defi #binance #coinbase #kucoin #okcoin #dex #staking #bsc #eth #btc #avax #cardano #fantom #bnb #ethereum #finance #lydia #lydiafinance #startup #app https://t.co/siBwrS0nrE",54,5,2021-07-20 21:32:30
294,📊MR SILVER BITCOIN INVESTMENT,@marksilver00,1043,939,"💰💰💰🌎🌎🌎📊📊📊📉📉✅✅View to check results for our first trade session today, contact admin for more info today and see how we work here. @marksilver00 #StocksToWatch #cryptoart #Cryptocurency #Coinbase #Blockchain #BNB #BTC",2,1,2021-07-20 21:32:29
295,Scott Crypto Warrior #💙💙💙,@ScottZILWarrior,631,294892,Amazing how human minds are controlled so easily. Everyone couldnt buy enough #BTC at 60k but now are scared to buy at less than 50% reduction Luckily i bought at $800 $4000 $10000 $20000 $40000 $60000 $40000 $30000And will continue as i am longterm bullish on #BTC,498,70,2021-07-20 21:31:21
296,irishcryptobro,@irishcryptobro,1267,1873,"Someone explain to me how Smart contracts using wrapped BTC on ethereum isn't ""DeFi on bitcoin""But smart contracts using wrapped BTC on a side chain or different layer 1 is now considered ""DeFi on bitcoin"" because BTC Maxi's and big centralized companies like square say so? https://t.co/zQgiJjfUn4",4,1,2021-07-20 21:30:59
297,Volume Alerts,@TraderWisdom,1,36480,"Unusual #volume spike in $DUSKUSDT- 237,200 USD worth of $DUSK traded in the last 5 mins.- 82 times the average volume in $DUSK - $USDT$binance $bsc $crypto $BTC $ETH $DOGEFor latest alerts, checkout - https://t.co/rLLR03cU0l https://t.co/tCuLPNhfWf",4,1,2021-07-20 21:30:18
298,Bitfarms,@Bitfarms_io,239,13236,"🙌🏻 Tomorrow @MiningDisrupt 🌴🕙 10:00AMEmiliano Grodzki, Founder and CEO.Bitfarms, a Corporate Overview🕠 5:30PM &gt; Runtime 1hr+""Dear Elon ( … )""Bitcoin Miners Speak their mindsPanelist: Ben Gagnon, Director of Mining Operation🚀 $BITF #BTC #BitcoinMining #NasdaqListed",94,20,2021-07-20 21:30:00
299,Bitcoin Price,@coinpricenow,3,5379,"1 Bitcoin ( #BTC )Dollar: 29,666.89$ 1 Bitcoin Cash ( #BCH )Dollar: 4,02.21$ 1 Ethereum ( #ETH )Dollar: 1,782.47$ 1 Ripple ( #XRP )Dollar: 0.53134$ Date: 20 Jul 2021 21:29#Bitcoin #Ethereum #cryptocurrency #crypto #altcoin #Blockchain #Ripple",2,1,2021-07-20 21:29:44
300,//Bitcoin 𝕵ack 🐐,@BTC_JackSparrow,785,207008,Lost kidneys are rarely recovered https://t.co/0grXixmhdV,48,1,2021-07-20 21:28:44
301,Alejandro ™🌹 RUN 🥷🏻,@Pastore1314,481,51375,#BTC 3D close below this support and we could see some real pain https://t.co/Jg2owvyRlW,110,10,2021-07-20 21:28:28
302,OCTANS,@OCTANS_OCTA,176,11991,Don't forget to head on over to our clothing store and get yourself some premium hoodies and t-shirts from OCTA 😎😎#OCTANS #cryptocurrency #BTC #Clothing #gaming #market #onlineshopping https://t.co/zK3MXiqQSQ,65,20,2021-07-20 21:27:59
303,𝐁𝐮𝐥𝐥𝐫𝐮𝐧 𝐆𝐫𝐚𝐯𝐚𝐧𝐨,@Bullrun_Gravano,387,65011,BACKWARDS MENTALITY$60k $BTC - it's going to $100k. Not selling. $50k - reversal coming. Not selling$40k - you got weak hands. Not selling$30k - selling a kidney to buy more!$20k - fuck this. I sold everything. C'mon MAN https://t.co/qdTVA5mPF2,41,4,2021-07-20 21:27:48
304,The Crypto Couple,@thecryptoc0up1e,85,174,HODLo Baggins is our only hope 💎🙌 #Bitcoin #btc #hodl #buythedip #crypto #bitcoinnews #cryptocrash ..https://t.co/eogSwhPpSw https://t.co/0J5Q0mxGCM,48,9,2021-07-20 21:27:45
305,Glizzycoin,@GlizzyCoin_,17,13,Day trading at 125x leverage on $BTC.30 seconds in: https://t.co/m8vB0Gu4Od,3,1,2021-07-20 21:27:17
306,Luke Ⓥ,@VeChainLuke,94,4968,"Haven't checked this in a while but just sharing for fun, doesn't mean anything (not actual TA). My #Bitcoin wyckoff has been pretty on point 🎯 $BTC #BTC https://t.co/Ek3tTuygql",29,2,2021-07-20 21:27:16
307,Sil3ntVip3r,@Sil3ntVip3r,1314,285,#NowPlaying P.O.D. - Set Your Eyes To Zion  &gt;&gt;&gt;&gt;#BitcoinZ&lt;&lt;&lt;&lt; radio station. Find us on discord:  https://t.co/tM3UjqfUrM listen to us:  https://t.co/U3KrZe2L51#Crypto #cryptocurency #btcz #btc #decentralization @BTCZOfficial @BitcoinZTeamhttps://t.co/63smHc4X28,1,1,2021-07-20 21:27:10
308,Frankie D....TEAMSTALLION,@italianostyle2,113919,119369,@HafisSapardi @As_Ha7 @MarEthr @PuspitaNagari_ @PriSilSt @4bby5 @R2__Adv @_Tzny @DougQuantz @lovecelticwoman @lumpie125 @Tana_Pato @pdtgpi @TkahashiChuletn @AshleyBrown_btc @20_Foxtrot @iffttii @SmartMom_1 You're welcome @HafisSapardi #TEAMSTALLION Family is Trending,4,2,2021-07-20 21:25:53
309,AlexE,@FXAlexE,341,4793,"@army_shiba yupmy personal targets (as an investor, marketing aside) arebtc $100k 2021 q4eth $12k 2022 q2 ( post 2.0 implementation)leash $50k - 75k 2021 q4ada $8 2021 q4shib who knowsbone who knows",71,15,2021-07-20 21:25:36
310,Crypto Bezos,@BezosCrypto,1159,594,#Bitcoin DeFi is on the rise as Dorsey's Square muscles into ether territory - Business Insider #BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC https://t.co/5LH2KsxIvP,3,1,2021-07-20 21:24:44
311,Seize The DIP,@Seizethedip,278,323,"Where the hell are all you beautiful diamond hands? Let's be friends!If you didn't sell the dip, congratulations! Comment #seizethedip &amp; I'll follow you. #DiamondHands #HODL #HoldTheDip#buythedip #SEIZETHEDIP #BTC #ETH #ADA #VET #ONE #SHIB #COTI #Everipedia #Siacoin #AGIx https://t.co/iTjTyQ1mnk",7,4,2021-07-20 21:24:37
312,💎 Baby Crypto 💎,@Crypto_BSC_Gem,1289,317,"If you don’t believe it or don’t get it, I don’t have the time to try to convince you, sorry.– Satoshi Nakamoto#BTC #BtcTurk #BITCOIN #bitcointurkiye",1,2,2021-07-20 21:24:21
313,Ozii,@Ozii54711830,73,0,"@blueorigin #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC     #BabyDoge  #Binance    #BSCGem #bscscan",1,1,2021-07-20 21:24:19
314,deyonté 🟩,@deyonte_btc,4907,5429,Everyone calling for 20K to happen 100% feels like 3-5 months ago where everyone called for 100K+ without anticipating a draw down. #bitcoin,36,3,2021-07-20 21:24:06
315,Crypto Bezos,@BezosCrypto,1159,594,Report: Bank of America to allow some clients to trade bitcoin futures - Axios #Bitcoin #BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC  https://t.co/GivzSYc7GZ,2,2,2021-07-20 21:24:02
316,Paxful,@paxful,173,107669,The future of #BTC in one GIF? 🔮We'll go first 💜 https://t.co/QvaXYfj4Jo,16,2,2021-07-20 21:23:59
317,Smashelito,@smashelito,185,552,Life of a Retail trader 🙃#ES_F $SPX $SPY $ES $NDX $NQ_F #BTC  #footprint #retail #smashmemes #smashlevels https://t.co/bca7wDDGEz,34,5,2021-07-20 21:23:45
318,nasdaq stocks,@ball82811,4754,3571,https://t.co/0U7H7EAPlF please join us for our new coin launch august 15 th vc will be open Questions will be answered guys if you’re looking for a legit projectt join the telegram room and come and be a part of this $XRP $BTC $ETH #dogecoin #SAFEMOON #babychicken #BabyDogeCoin,5,4,2021-07-20 21:23:37
319,tamer,@Marrakesh81,1196,359,"@elonmusk @blueorigin Woooow#FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjbjU9 https://t.co/ZPVREAq8j5",2,2,2021-07-20 21:22:47
320,LeoFinance #Kingdoms 🦁,@FinanceLeo,627,4862,It Cracked. Now What? #BTC #Cryptohttps://t.co/NCIpJFpmRW,12,2,2021-07-20 21:22:36
321,tamer,@Marrakesh81,1196,359,"@elonmusk @blueorigin Is it real#FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SIaWfjbjU9 https://t.co/1MeZIPXPb1",2,2,2021-07-20 21:22:06
322,Crypto Bezos,@BezosCrypto,1159,594,"Most institutional investors expect to buy digital assets, study finds - Reuters #Bitcoin #BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC #DOGE #SUSHI #MATIC #KCS #ONE #TEL #AAVE #SHIB  https://t.co/kjpiLw9FMq",1,1,2021-07-20 21:21:42
323,LunarCRUSH 🚀 Social Listening for Crypto,@LunarCRUSH,1313,116549,Q: What happens when you combine standout social activity + price performance that beats $btc? A: You get AltRank™ 🚀Top 10 coins by AltRank™1 $comp2 $chr3 $qnt4 $ftt5 $iost6 $floki7 $celo8 $alpha9 $rari10 #everrisehttps://t.co/bDd4iTwMho https://t.co/Ge9AG2ylE4,71,23,2021-07-20 21:20:49
324,LC Crypto #HungarianVizslaInu,@l_czill,5228,8915,"@ashwsbreal My favorite project on bsc is the first hungarian token:@HunVizslainuGreat team and community, first charity event already done, more to come, great roadmap.Despite the current btc market situation, today the coin gained +15%! Since the launch +950x",34,19,2021-07-20 21:20:16
325,The $SHIB Cryptologist 🐕,@onanoctupus,115,4752,@army_shiba @Limaryo88 Short term? 6-12 months?#BTC to 150k$LEASH to 20k$Shib to .0005,91,13,2021-07-20 21:19:29
326,Ryan Fleischmann,@RyFleisch,1169,440,Prediction : Square and Tesla are going to collaborate to create an integrated Bitcoin management  / Renewable energy product that sits in your home. Mines Bitcoin and runs the BTC lightning network when your Tesla vehicle doesn’t need charging / excess power from Tesla solar,1,1,2021-07-20 21:19:25
327,Criptomaniaco,@Criptomaniaco8,993,350,do not throw your coins into the sea there are whales buying cheap and then selling high don't be an idiot #BTC #ada #BTT #dogecan #BabyDoge #blockchain #ShibaSwap #UpholdInc #buyandhold #Cardano #Robinhood #Polkadot #BinanceTurns4 #Tesla #Apple #Fiat #Google #AHORA #buythedip,5,1,2021-07-20 21:19:21
